"callsign","firstTransmissionDate","flag","geartype","id","imo","lastTransmissionDate","mmsi","msgCount","posCount","shipname","source","vesselType","years","dataset","score"
"EA2759","2013-09-29T13:05:15Z","ESP","trawlers","7eb41aa9b-b722-19d5-b217-9e48854be242",0,"2023-11-24T15:41:28Z",224055330,197850,47668,"MARISITA SEGUNDA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-09-17T11:28:26Z","ESP","trawlers","a0a8f7cec-c628-0622-8de0-e8a8d318c561",NA,"2023-04-11T06:26:37Z",224055330,271,45,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2013-02-20T16:32:23Z","ESP","drifting_longlines","47c89d2ba-a73f-088d-0cd2-003647e6f852",NA,"2023-04-28T10:16:02Z",224031340,1733,347,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA5637","2013-04-11T07:31:20Z","ESP","drifting_longlines","6bde0249d-d49c-84a1-65c5-dcfdf4241841",0,"2023-11-26T23:59:02Z",224031340,3175910,269233,"ANTONIO Y ANGELITA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"CUSJ9","2013-01-14T09:02:08Z","PRT","pots_and_traps","c202631d8-80bc-0a5f-a432-67efa4ef0a5d",0,"2017-04-27T07:18:58Z",204848000,694875,42364,"CORISCO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",99.78859
"EA8363","2012-10-19T11:38:50Z","ESP","drifting_longlines","88f4bce25-537e-6292-e698-267ccd1ba432",0,"2023-11-06T08:55:00Z",224020170,3343516,167499,"GARCIA RODRIGUEZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-23T20:11:04Z","ESP","drifting_longlines","a96875dde-eb28-3173-198d-795d38adcc1f",NA,"2022-06-10T12:06:15.98Z",224020170,3276,481,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA2455","2013-09-17T14:06:53Z","ESP","trawlers","15e05f29c-c5ea-5d58-8f7c-972472cc8e25",0,"2023-11-09T15:31:54Z",224095950,270783,57147,"ES REFALAR","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"EA3951","2013-02-13T10:39:19Z","ESP","drifting_longlines","eb635e44c-c98d-9b58-1fba-572c777adff3",0,"2023-11-26T23:59:20Z",224082260,35276256,701683,"SIEMPRE KALIMA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-27T19:15:43Z","ESP","drifting_longlines","5a33124ef-fb68-a515-5900-677c0a5701f5",NA,"2023-07-14T07:51:08Z",224082260,2998,493,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2013-07-25T11:19:40Z","ESP","trawlers","6631a4cc9-96b7-d7d8-6805-48fdd9ba4931",0,"2023-11-24T16:13:25Z",224098720,413820,93887,"PENYAL ROIG","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"EA3062","2013-09-15T17:25:05Z","ESP","pots_and_traps","804d22c25-5e4b-6164-e259-4562fa90e900",0,"2022-10-30T15:22:29Z",224165270,2021420,108233,"NUESTRA MADRE LORETO","AIS","Fishing","list(2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",89.394325
NA,"2013-08-21T06:31:10Z","ESP","pots_and_traps","b5dbc87f4-4351-f99b-dbaa-5ae2c8700578",NA,"2022-05-11T09:53:56.02Z",224165270,1675,346,NA,"AIS","Fishing","list(2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",89.394325
"","2014-02-06T23:24:55Z","ESP","pots_and_traps","a48fd6038-8a35-1fbf-b2e5-00a5f9e40ce7",0,"2014-08-20T01:48:25Z",224165270,27193,1794,"NUESTRA MADRE LORETO","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",89.394325
"EA3062","2020-02-29T13:07:53Z","ESP","pots_and_traps","bd3987ae8-83c2-d9a6-d9d2-f89d5e69032c",0,"2021-06-12T10:53:31Z",224165270,391716,19286,".NTRA MADRE LORETO","AIS","Fishing","list(2020, 2021)","public-global-fishing-vessels:v20201001",89.394325
"EA3062","2022-11-01T19:55:06Z","ESP","pots_and_traps","9c862738e-e1a5-5b31-2e58-3fa191693034",9168908,"2023-11-24T17:51:00Z",224165270,202129,39912,"NUESTRA MADRE LORETO","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",89.394325
NA,"2013-04-12T11:53:15Z","PRT","fishing","de8f71131-170a-e03f-0cca-226701452322",NA,"2015-09-21T03:30:09Z",204201360,1908,25,NA,"AIS","Fishing","list(2014, 2015)","public-global-fishing-vessels:v20201001",95.701996
"CUTZ5","2013-11-19T09:43:38Z","PRT","fishing","72421bf3c-c2af-dfee-9b6f-b8375bb68c81",9205209,"2023-11-26T04:46:46Z",204201360,2745719,227055,"AGRIAO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-06-13T13:45:55Z","ESP","drifting_longlines","6a75b03df-fe71-20a6-60a9-ca253872396e",NA,"2022-04-09T10:21:00.47Z",224120850,4805,402,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4198","2013-06-23T02:49:06Z","ESP","drifting_longlines","6a6333498-8c98-c4e3-9eee-0346981c3f1e",0,"2023-11-26T23:59:08Z",224120850,20660476,458659,"FLORMAR","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EB6993","2014-04-28T04:35:29Z","ESP","trawlers","86e347c4a-a717-149c-8329-3d22d7974a3d",0,"2023-10-25T11:29:22Z",224249780,218077,39722,"MARJUPE SEGUNDO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
NA,"2013-03-21T18:06:10Z","ESP","drifting_longlines","a3170aafd-d25d-9278-d2a6-4029a26ebb23",NA,"2016-07-20T21:57:34Z",224148760,16375,1277,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016)","public-global-fishing-vessels:v20201001",93.01021
"EA7631","2013-05-06T16:19:09Z","ESP","drifting_longlines","242a11b2e-ef34-cb2e-3514-e16ca745aeed",0,"2017-12-28T14:50:00Z",224148760,827591,57248,"N ENCARNACION CANADA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"EA763","2017-12-31T22:36:16Z","ESP","drifting_longlines","0c6f89f51-1e4b-f656-f2d8-9eab95aebb0e",0,"2023-11-26T23:57:33Z",224148760,51087632,804928,"N ENCARNACION CANADA","AIS","Fishing","list(2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EA-6646","2015-03-16T23:53:16Z","ESP","set_gillnets","d9db6740d-deb3-6269-9bb8-a9defc2e5a38",0,"2023-11-10T19:35:24Z",224094590,448015,101294,"TRES HNOS CACHARELOS","AIS","Fishing","list(2015, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",89.394325
NA,"2014-03-31T18:42:32Z","ESP","set_gillnets","12b6e280b-b8a7-090c-f94b-fd0dce3bf7fd",NA,"2023-05-22T16:29:52Z",224094590,474,33,NA,"AIS","Fishing","list(2014, 2015, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",89.394325
"EA6646","2014-04-27T00:07:06Z","ESP","set_gillnets","1f5327e82-2fe2-aa7d-6fff-1e0659d2b39b",0,"2014-09-29T23:12:12Z",224094590,108209,5575,"GONZALEZ RUIZ II","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",89.394325
"","2018-11-02T02:30:31Z","ESP","set_gillnets","e9bc884f1-1872-fb65-d226-71354fdf1aee",0,"2020-02-26T09:57:58Z",224094590,1462,17,"TRES HNOS CACHARELOS","AIS","Fishing","list(2020)","public-global-fishing-vessels:v20201001",89.394325
"EA-6646","2022-11-24T00:14:43Z","ESP","set_gillnets","dd15b49f3-35f2-3f58-9648-a53efe18adc6",0,"2023-11-24T18:07:16Z",224094590,175466,41758,"TRES HN0S CACHAREL0S","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",89.394325
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"EA5495","2014-04-01T08:47:48Z","ESP","drifting_longlines","dc04eaada-a4df-1795-6026-6b9a2e2fff56",0,"2021-03-17T15:38:33Z",224033650,463665,4656,"NUEVO MARTINA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",93.01021
"EA5495","2014-04-09T08:15:34Z","ESP","drifting_longlines","5ece5ff6b-bdff-053c-3368-bc9467fc1883",0,"2017-04-18T17:33:22Z",224033650,1888698,54778,"HNOS MARTINEZ TRES","AIS","Fishing","list(2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"EA5495","2017-04-24T11:40:47Z","ESP","drifting_longlines","b5f1cebbf-f2da-25f7-8dfc-9ddf49d474ce",0,"2023-11-26T23:59:55Z",224033650,43501362,452864,"NUEVO MARTINA","AIS","Fishing","list(2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
"EA4124","2012-11-28T16:53:37Z","ESP","drifting_longlines","fe090a354-4df8-99b5-75b1-2c92825a8eb7",0,"2023-09-15T06:55:40Z",224120840,7441566,250157,"ENRIQUE EL GATO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"EB5408","2014-05-19T03:12:16Z","ESP","trawlers","de3ceb0e4-4acb-4f97-bd6e-f1849c977086",0,"2023-11-24T14:29:56Z",224144890,469749,92647,"BALEAR SEGUNDO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",99.78859
"","2013-11-19T11:09:19Z","ESP","set_gillnets","a0a4f1863-31e4-fd32-a642-6cafaaae98ac",0,"2014-06-13T08:04:12Z",224214890,22426,3544,"224214890","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"","2014-05-19T23:40:43Z","ESP","drifting_longlines","9784adf54-449d-2438-233a-cb57bd29ea52",0,"2023-11-21T09:35:11Z",224241730,2291414,188272,"MORENO TORRES","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2015-09-12T02:43:03Z","ESP","drifting_longlines","40dd68b7f-fc52-0c6b-79db-a3b732fc19f5",NA,"2023-03-17T08:24:35Z",224241730,132,21,NA,"AIS","Fishing","list(2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA4854","2014-05-13T08:02:19Z","ESP","drifting_longlines","2c1b8b56f-f1a8-1365-bd1b-d8e893e2cb4f",0,"2022-10-20T15:13:23Z",224010120,1218095,114845,"TIO MICHEL","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2014-10-29T12:50:56Z","ESP","drifting_longlines","f251420b0-05da-34a8-131d-e3800874d648",NA,"2022-05-16T18:33:12.75Z",224010120,2400,252,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
NA,"2013-05-22T11:22:45Z","ESP","drifting_longlines","3daba9e42-202c-b1d9-c02e-7901b9a15799",NA,"2022-03-14T11:49:35Z",224093790,2748,332,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
"","2013-05-27T15:37:29Z","ESP","drifting_longlines","535f4d42f-fa6f-294c-c51e-5d5595e38d6c",0,"2019-08-28T22:53:41Z",224093790,384478,45285,"PESCANXANETA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017)","public-global-fishing-vessels:v20201001",93.01021
"266896","2019-10-11T11:13:17Z","ESP","drifting_longlines","4ce3aed72-2217-69c0-6f0a-fa79919c52df",0,"2023-11-26T23:31:10Z",224093790,3250050,131233,"PESCANXANETA","AIS","Fishing","list(2020, 2021, 2022)","public-global-fishing-vessels:v20201001",93.01021
NA,"2016-04-02T03:07:46Z","ESP","drifting_longlines","5e0afb472-2d8e-90e4-6832-0b35b7013000",NA,"2022-04-17T14:35:14Z",224306480,507,91,NA,"AIS","Fishing","list(2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"","2014-05-01T19:52:06Z","ESP","drifting_longlines","c8d38bc36-6894-560f-2e9b-d1404fde2261",NA,"2023-11-26T23:43:09Z",224306480,700865,103799,"MOBYDICK TRES","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"EA4860","2014-05-19T15:40:48Z","ESP","drifting_longlines","778069479-9da3-7abc-82fb-5766420aafb2",0,"2016-02-18T07:09:38Z",224106220,353042,20072,"HNS FERNANDEZ DIAZ","AIS","Fishing","list(2014, 2015, 2016)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2016-02-17T02:22:42Z","ESP","drifting_longlines","fefaec132-2b7c-a92f-ed10-98fc08b33397",0,"2017-11-21T20:19:12Z",224106220,983007,39883,"HNS FERNANDEZ DIAZ","AIS","Fishing","list(2016, 2017)","public-global-fishing-vessels:v20201001",86.913086
NA,"2014-04-07T00:08:29Z","ESP","drifting_longlines","e4f1553bd-da6d-1340-fa8c-dd57d200f980",NA,"2023-03-09T11:54:38Z",224106220,13700,3612,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",86.913086
"FISH","2017-11-30T12:37:31Z","ESP","drifting_longlines","9ad881d8e-e3dc-fbe6-83d0-bf8f08ae6782",0,"2017-12-09T18:42:55Z",224106220,4236,838,"HMN FERNANDEZ DIAZ","AIS","Fishing","list(2017)","public-global-fishing-vessels:v20201001",86.913086
"EBVP","2018-04-26T17:32:37Z","ESP","drifting_longlines","55d3eda16-66e1-325b-f834-f179fee24f38",0,"2022-07-20T20:21:54Z",224106220,5777241,155834,"HNOS FERNANDEZ DIAZ","AIS","Fishing","list(2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2022-08-16T11:47:11Z","ESP","drifting_longlines","380ebb2bc-c5af-f22e-48ec-9a4e969811e6",0,"2023-11-24T07:58:55Z",224106220,7903827,199490,"HNOSFERNANDEZDIAZ","AIS","Fishing","list(2022, 2023)","public-global-fishing-vessels:v20201001",86.913086
"EB4860","2022-07-18T00:35:19.93Z","ESP","drifting_longlines","09dd1a9a1-1f51-4232-8878-8ad97fb61d7b",0,"2022-08-09T10:16:28Z",224106220,120302,8192,"HERMANOSFERNANDEZDIA","AIS","Fishing","list(2022)","public-global-fishing-vessels:v20201001",86.913086
NA,"2013-04-01T06:54:42Z","ESP","drifting_longlines","6e801aa24-4565-197f-8a81-88d811c1810f",NA,"2022-06-12T14:26:40.27Z",224069970,2562,534,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA6069","2013-04-22T19:17:16Z","ESP","drifting_longlines","3bc611042-2fca-e3f6-686f-01a52235b483",0,"2023-11-26T23:59:57Z",224069970,35176919,704893,"LOS MORRINAS","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
NA,"2014-05-06T03:42:53Z","ESP","drifting_longlines","8ce277ff6-68a1-a7fd-4fd7-5ed0f57f4c43",NA,"2021-04-30T10:40:31Z",224122560,455,88,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021)","public-global-fishing-vessels:v20201001",95.701996
"EA 3548","2014-05-26T14:09:06Z","ESP","drifting_longlines","271d534a5-5e03-58e9-4f97-357108801fe6",0,"2023-11-26T23:58:00Z",224122560,17774319,489311,"NUEVO MIRANDILLA","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2020-05-09T14:09:51Z","CHN","set_longlines","3a0a43d06-6c8e-82b6-c60e-8497f07542a8",NA,"2020-05-16T19:44:59Z",413524125,1489,182,"52412-15 60%","AIS","Fishing","list(2020)","public-global-fishing-vessels:v20201001",9.49397
NA,"2013-04-10T09:43:08Z","ESP","fishing","ac82b92a3-3d2e-22a5-549b-968d0de9a48c",NA,"2018-01-23T15:23:15Z",224044690,2106,88,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018)","public-global-fishing-vessels:v20201001",93.01021
"EBUN","2013-06-05T19:34:55Z","ESP","fishing","32c0e0f76-6011-cbf6-9ad1-9a2773314571",924452000,"2023-11-24T12:32:18Z",224044690,1668764,189112,"MARUFINA","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EBUN","2020-12-07T13:53:24Z","ESP","fishing","4921c416c-c3ee-2226-d83d-30bce95f10cf",924452000,"2023-03-13T17:40:37Z",224044690,147742,24881,"MARUFINA","AIS","Fishing","list(2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"EFPC","2013-12-01T23:26:28Z","ESP","trawlers","f685ed3d6-6e57-f2a7-efb7-0934c6c18f35",0,"2014-10-31T16:45:22Z",224094960,57763,9564,"224094960","AIS","Fishing","list(2013, 2014)","public-global-fishing-vessels:v20201001",9.49397
"EC3012","2012-10-18T16:48:12Z","ESP","drifting_longlines","81054ae18-830f-d67a-1314-6e8a0be1088f",0,"2017-10-07T14:10:33Z",224959540,655154,22347,"NUEVO GABRIEL","AIS","Fishing","list(2013, 2014, 2016, 2017)","public-global-fishing-vessels:v20201001",90.999695
NA,"2013-06-02T11:24:03Z","ESP","drifting_longlines","6c6af81c2-22d5-4b4e-e741-518d12782de8",NA,"2023-08-10T03:18:06Z",224959540,20776,1619,NA,"AIS","Fishing","list(2013, 2014, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
"","2017-10-13T18:42:53Z","ESP","drifting_longlines","4289c24a5-5c70-d5de-60d6-281f8bd1ec2b",0,"2017-10-31T14:56:32Z",224959540,5903,565,"NUEVO GABRIEL","AIS","Fishing","list(2017)","public-global-fishing-vessels:v20201001",90.999695
"","2017-11-03T20:49:24Z","ESP","drifting_longlines","c19d7fa57-744c-a536-baa1-17b2734727fb",0,"2023-11-26T23:59:32Z",224959540,32424452,610566,"NUEVO TIO JUAN","AIS","Fishing","list(2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",90.999695
NA,"2013-03-18T11:34:59Z","ESP","drifting_longlines","c83af605a-ae26-d96b-cb50-abebcc5fd517",NA,"2022-03-17T09:41:00Z",224053650,3690,198,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA4005","2013-05-27T22:57:02Z","ESP","drifting_longlines","24fc184d5-5de5-790a-d9d9-78d0542a3326",0,"2023-11-26T23:57:06Z",224053650,8713200,304363,"BELMONTE  HERNANDEZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",95.701996
"","2013-11-27T14:42:44Z","ESP","set_gillnets","c69ed9843-3dd7-8a0d-0d30-6212e0c1ce97",NA,"2014-03-11T05:38:51Z",224075650,2692,465,"224075650","AIS","Fishing","list(2014)","public-global-fishing-vessels:v20201001",9.49397
NA,"2013-03-18T13:51:31Z","ESP","drifting_longlines","6dbbd1548-85e7-26b4-f2a7-abe8a85eec61",NA,"2022-09-09T09:18:14.81Z",224110320,664,109,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"EA2705","2013-04-19T10:25:37Z","ESP","drifting_longlines","3ad2fe752-28a4-b67f-0b9d-4d76a87be498",0,"2023-04-27T07:01:42Z",224110320,909040,55240,"PEDRO Y BEATRIZ","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022)","public-global-fishing-vessels:v20201001",95.701996
"","2012-10-31T21:45:59Z","ESP","drifting_longlines","dc74e0dee-e4de-8313-35c4-0a4ec30f2e9c",0,"2023-07-01T12:36:19Z",224052840,11439332,409714,"NVO JUAQUINA ANTONIO","AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
NA,"2012-06-16T11:12:05Z","ESP","drifting_longlines","6537c913b-be9f-d699-9681-915fbaf7d92f",NA,"2023-11-22T17:42:39Z",224052840,1702,210,NA,"AIS","Fishing","list(2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023)","public-global-fishing-vessels:v20201001",93.01021
"","2023-07-02T14:07:34Z","ESP","drifting_longlines","6a5735eb2-2650-8204-72d4-87a9626e5eac",0,"2023-11-26T23:59:05Z",224052840,2847500,135440,"NVO JOAQUINA ANTONIO","AIS","Fishing","list(2023)","public-global-fishing-vessels:v20201001",93.01021
"EA9376","2014-06-05T10:46:30Z","ESP","drifting_longlines","3a02a1e94-4798-e3f0-bfe2-1efe9a64fa98",0,"2023-11-26T23:59:35Z",224212280,9147433,239445,"DOLORES AGUADO","AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023)","public-global-fishing-vessels:v20201001",90.999695
NA,"2013-02-01T05:30:08Z","ESP","drifting_longlines","cd1895c33-3d54-e02f-da58-c78f7ff17459",NA,"2023-10-21T09:30:53Z",224212280,2144,422,NA,"AIS","Fishing","list(2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023)","public-global-fishing-vessels:v20201001",90.999695
"","2015-05-21T09:04:28Z","ESP","drifting_longlines","dd106d575-5b02-6357-dc09-4fc4e223f552",0,"2017-05-16T09:27:05Z",224212280,1528355,39809,"DOLORES AGUADO","AIS","Fishing","list(2015, 2016, 2017)","public-global-fishing-vessels:v20201001",90.999695
"EA","2018-11-23T11:44:26Z","ESP","drifting_longlines","399ff0b62-2a2b-7be4-57a4-5815f96174ec",0,"2019-01-06T17:44:36Z",224212280,117816,3787,"DOLORES AGUADO","AIS","Fishing","list(2018, 2019)","public-global-fishing-vessels:v20201001",90.999695
